"reviewerID","asin","reviewerName","helpful__001","helpful__002","reviewText","overall","summary","unixReviewTime","reviewTime"
"A1QKUDP9EUHJXH","0972683275","Jennifer Ingberg","0","0","Used this for the bedroom. Put it in the corner but was only able to hit the stud with a couple bolts.","4.0","Insignia","1367193600","04 29, 2013"
"A3TAS1AG6FMBQW","0972683275","Jeri Zerr ""formerly a Road Warrior of the Nth...","0","0","The VideoSecu line of articulating wall mounts has become our standard of choice for high quality articulating wall mounts within our home.  The value is such that the convenience of having an articulating wall mount for connecting or reconnecting cables is well worth the few bucks required to mount our HDTVs conveniently to the wall.  Highly recommend this great quality product. This wall mount will secure any of the HDTVs using the VESA 100 or VESA 200 mount pattern. We like to use a mount on the larger end than actually needed so if we later upgrade the HDTV with a larger size there's a much better chance we won't need to replace the articulating mount.","5.0","High quality construction, comes with plenty of easy to install hardware.","1353456000","11 21, 2012"
"A2T4OX8NH9LIIC","0972683275","J. Hornback ""twister""","0","0","you can spend a ton of money on one of these, or you can buy this one.  hung a 32 inch tv with it with no problems.","5.0","works great","1358553600","01 19, 2013"
"A3VSGMP5KCQ4Q2","0972683275","Jim A","0","0","This is a really well made and engineered product which should be twice the price. It has every kind of leveling and tilting adjustment you could want, and a nice finishing piece that goes over the wall plate and lag bolts.  The mounting process can't be rushed and planning everything out before you start makes all the difference. Just make sure you find the middle of a wall stud for the lag bolts.It easily managed a 47&#34; led lcd which weighs 35lbs, and it might take the extra 10-12 lbs of a 55&#34; led lcd if it's not pulled too far from the wall. Since it can swing out over 20&#34; I'd be carefull about going bigger than the 35lb 47&#34; tv that I mountedThe only thing which was dissappointing were the two plastic wire holders which are junk (very flimsy, one was broken in the package) and shouldn't be included when simple black wire ties work far better.","5.0","Great quality tv mount at bargain price","1366243200","04 18, 2013"
"A2RUN82QPU60PN","0972683275","Jimbo","0","1","My flat screem computer monitor is very light and didn't need such a heavy duty mount.  The product is fine and would work for monitors much larger and heavier than my 20&#34; LED","3.0","Much heavier than I expected","1362700800","03 8, 2013"
"A2W75LE521OOTH","0972683275","Jim","0","0","The mount I purchased is great. It is designed for TV's 32&#34; and under. The link here, and image are not correct. But, I really thought the mount was build well, was easy to install, and the price was fantastic.","5.0","Great product, but review and image not linked to the unit I purchased.","1355875200","12 19, 2012"
"A1PYNMFFQ9IBNL","0972683275","Jim","0","0","Tv has been on wall for a long time.  Hasn't fallen off.  It's metal and considerably cheaper than kits available in stores.","5.0","Tv mount","1355702400","12 17, 2012"
"ANJY75Z24A6AG","0972683275","Jimmy Wissman","1","1","This is exactly what I needed.  It was easy to mount and supports my 40 inch TV (26 lbs) without any issue.  I haven't tested the extension brackets, but the rest of the device is very solid.  I will say that the hinges can be a bit tight, and it's not designed to be easily adjustable on the fly (you'll need a few tools).  If you plan on swinging your TV around a lot, this might not be the best choice, but it works perfectly fine if you only need to adjust it every now and then.  My favorite part is the small base.  I didn't have a lot of wall space to mount a TV, and this met my needs without eating all my money.  Keep in mind that you'll want at least two people to mount the TV on this device.  I attached my TV alone by precariously balancing it on a stack of boxes while I inserted the screws.  Speaking of which, I've mounted two TVs on this, and the box included screws which fit both (in addition to many more).  However, you may need a few more washers.","5.0","Great!","1363305600","03 15, 2013"
"AYYNNAEWP3W5Y","0972683275","JMH","0","0","This TV mount I bought for just $25 easily outdoes similar ones that cost over $100! It comes preassembled, is easy to mount on the wall, and has clear instructions. It also features a wire holder and cover for the screws on the wall. The joints are a little bit stiff, but with use and maybe a drop of oil this shouldn't be a problem. Definetely a great buy at a agreat price!","5.0","Great!","1322870400","12 3, 2011"
"A2XXCJLS58H1A7","0972683275","J. Miller","0","0","I have purchased this mount twice now - one for my bedroom TV, and one for my living room TV.  The bedroom TV is a 35"" LCD, and the TV in the living room is a 55"" LED.  (Surprisingly enough, they both weigh 50 pounds...)  This mount works very well for both of them.  It's relatively simple to install - you just need to find a stud and screw the support in to it.  (I will admit that my bedroom TV has been attached not to a wall stud, but a jury-rigged support brace on a cabinet.  It's still there and attached after 6 months.)I will say that the joints in the arms are quite stiff - it can take a little muscle to move the TV.  But I think I prefer that - it certainly doesn't feel flimsy, and it stays wherever I put it.A tip for would-be purchasers: make sure your TV supports this mount.  You can usually find your compatible VESA patterns in your user's manual.  (Or a quick online search, perhaps.)  As I often say - when buying online, it pays to do your homework.","5.0","If I had 3 TVs, I'd buy a 3rd","1376092800","08 10, 2013"
"A3DOQ1AI1MU74K","0972683275","jmindito","0","0","Amazon as always 5 stars in service and shipping.The mount was for a VIZIO E260MV 26-Inch. Product comes adequate with a lot of screws, an Alan key and standard nut key that fits all the nuts. The bubble level (with magnet on the side) and cable are a nice addition.Had to cut 1 inch from the top and bottom of the base that gets screwed no to the TV, since it covered some of the inputs. Other wise very practical for my bedroom/Study that has more width so the convenience of swirling is why we wanted this and it does a good job.For the price ($25 and free shipping), its is a really good deal. Would recommend this.","4.0","Nice Flexiable mount, had to cut to fit VIZIO E260MV 26""","1320883200","11 10, 2011"
"A2I87F2QCJ6RK3","0972683275","John Culpepper","1","1","This device is somewhat weak even for the 46 inch TV weighing only 31lbs that I'm using it with. after some adjusting it's working ok.","3.0","Somewhat weak","1358899200","01 23, 2013"
"A2EOJNVW4NF4AE","0972683275","John F","0","0","Easy to install and the TV is still on the wall after three weeks! I consider this a good value for the money","4.0","Good value for the money","1300665600","03 21, 2011"
"AB31FF0JMPOUP","0972683275","Johnson","0","0","Very easy to setup, simple instructions, has all the mounting hardware and fits a huge different variety of TV's with great support.","5.0","Very easy to setup.","1386633600","12 10, 2013"
"A10S9NK38WEQ65","0972683275","John Vesik","0","0","Very concerned over hanging a 46&#34; tv on the wall.  Got this mount due to low price.  Very impressed.  No doubt it will handle a 30# TV.  Allows full 90 degree rotation with 21&#34; from wall to centerline at maximum extension.","4.0","Very sturdy.  As advertised","1389052800","01 7, 2014"
"A56AUIA2KJ3KQ","0972683275","Jonathan C. Ross","0","0","Another gem hidden amoungst the Amazon halls. This works well for my LED tv's. I used the heavy duty mount bolts for mounting my tv on the back porch. I hung on the sucker and it's not coming down. And I'm 190lbs!","5.0","Perfect, sturdy, and works well.","1355443200","12 14, 2012"
"A22UL4BXTSXSCB","0972683275","jongbhak","0","0","It needs improment. I wish it has one more hole to put a screw on the wall.It looks shaky for 55 inch TV. However, it still holds it.","4.0","It is holding 55"" samsung TV, still.","1374192000","07 19, 2013"
"AD3L2C20LB7EP","0972683275","jose","0","0","quickly shipped to my house and mounted myself. i ordered this for my 32 inch Phillips LCD tv and for the price i paid its a great value. does the job that any other higher priced wall mounts can do. would recommand","5.0","VideoSecu Tv wall mount","1303084800","04 18, 2011"
"A2UT34LEOXUR33","0972683275","Jose Robaina","0","0","Very good materials, very lightweight,  cheaper than others brands. I have a 47&#34; LG Led tv and it fit at 100%, and I'm capable of sell my tv, buy an 55&#34; and use the same mount without problems.","5.0","Very good material.","1374278400","07 20, 2013"
"A39KBWLS6TURMR","0972683275","Julie Miller","0","0","Made in china, but this time , its well made. nice and sturdy and lots of options to mount differenct type of LCD. It has a good viewing set of angles and can be adjusted just about any view you want. the value for cost here is big, since most of these sale for over 75.00, or over 100.00 at wm. im pleased with it.","5.0","Made in R.o.C., but good for once","1334966400","04 21, 2012"
"ALVJCD5NY28G4","0972683275","Just a dude","0","0","Mount went up easily and seems sturdy enough.  However, adjusting the TV sometimes leaves the TV crooked.  Also, it is almost impossible to adjust tilt without using the provided tools.  Even after using the tools, we couldn't really adjust the tilt to the full amount.","4.0","Good sturdy mount, however could be better","1292803200","12 20, 2010"
"ATWPVC644K29Z","0972683275","Just a Regular Guy","0","0","Great functionality, really incredible price, and a snap to install.  Honestly, ridiculously good product - wish they were all so easy.","5.0","Can't beat it","1370822400","06 10, 2013"
"A2LME30OB5OHTN","0972683275","Jwalsh62","0","0","Quick and easy installation - very solid product. Very pleased with this purchase.When in need of this type mount again I will certainly purchase this brand/model again.Great price on Amazon makes it very easy.","5.0","Quick and Easy - very solid","1335484800","04 27, 2012"
"A1EWQ5Y6HHSJGX","0972683275","J. Watts ""JLW""","0","0","Excellent buy! We are very pleased with this item. It performs very well. The instructions were clear. It was easy to assemble. It holds a 47&#34; TV very well.","5.0","Great Wall Mount","1386460800","12 8, 2013"
"A120ULF73SUTI9","0972683275","J. W. Kennedy ""kennedy610""","2","2","Warning, Do your homework before ordering a tv wall mount!!Mom and dad bought a 32 inch Seiki TV and needed it angled on the wall for optimum viewing. That is where I the eldest son came into the picture(pun intended).I knew in advance the location had plywood backing behind the drywall, which meant this mount would be easy to install as wood screws would be secure anywhere on the wall. But what if it was a typical installation, would there be a stud in the wall centered where needed to hold the tv and mount securely? It seems unlikely most people would, so what are the options?Option #1. Buy a different mount with a mounting plate rather than small 2 hole bracket as on this model. If you don't know what I am talking about, look at other tv wall mounts and you will see on many of these a large wall plate that can easily cover an area with at least one stud, and addtionally allow drywall anchors elsewhere on the plate to handle the weight of any tv. This model has only a small wall bracket with holes for 2 screws or anchors.Option #2. Use wall anchors. Again, there are only 2 holes in this bracket so take into account the weight of the tv and the rating of the anchors. Proceed at your own risk.Option #3. Install a stud. You're on your own with this...The mount is well made, everything fits and it looks good but as mentioned, a little homework will save you time and make installation easy.I hope this review is useful. :-)","4.0","Well made, Excellent Value","1363305600","03 15, 2013"
"A4AF29Y2BHYEY","0972683275","Kadambari Kiranmayi","0","0","Too Heavy and Poor weld quality .Lot of blow holes in welding, though painting was made nice to cover it or else it was made with inefficient welder. I think this is is not well designed by experts. Hope no calculations are involved in making it. Just copied the shape forms some other manufacturer.","3.0","Too Heavy and Poor weld quality,","1376784000","08 18, 2013"
"A6FGKXU6ZPW64","0972683275","Kado","0","0","i bought a funky double hinged wall mount from amazon and it did not work. I went to best buy and they said to purchase this $350 wall mount they had, I snagged a pic of the measurements and extension ability from the box, came home and found this one to be near similar. Needless to say I now have my 47 in LG flat screen securely mounted and sitting pretty in the corner of my living room.","5.0","Fantastic Mount for Corners","1390953600","01 29, 2014"
"A1463ASM7QMU2I","0972683275","Kazap ""Steeler Fan""","0","0","I have 3 swivel mounts and this one is not the best. If you don't use the swivel feature frequently or don't place it where it may be bumped it will do the job. I prefer the strength and stability offered by mounts which have TWO arms extending from a longer wall bracket. These more stable brackets can be found at similar or slightly higher prices. Also look for a feature which allows the TV Bracket (and TV) to be lifted off the swivel arm more conveniently.","3.0","It's OK","1326412800","01 13, 2012"
"A2BLGQ2SCSKCCY","0972683275","KENANTHONYREPAIR","0","0","JUST IN STALL ANOTHER SAMSUNG 55&#34; LED FLAT SCREEN. OUTSIDE A  PATIO DECK AREA WHAT A DIFFERENCE THIS UNIT MADE.THE MOUNTING KIT WAS VERY EASY TO USE. AGAIN I DID UPGRADED TO  USING LONGER HEAVIER MOUNTING BOLTS. THAT WAS ONLY $1.00 MORE BUT IT'S WORTH IT IN THE LONG RUN. HERE IN EARTHQUAKE COUNTRY YOU NEES THAT SUPPORT. YOUR FLATSCREEN TV RETRACTS A FEW INCHES OFF THE WALL PLUS IT WILL LOOK SWEET FROM 2&#34; TO 24&#34; FROM WALL AREA","5.0","SWING ARM WALL MOUNT","1358812800","01 22, 2013"
"A21OS6PWQG5YOO","0972683275","Kevin B.","0","0","For a good wall mount of a smaller TV, this is perfect. Much cheaper than similar in various stores, and actually is more flush/compact than I have seen on others with all the adjustments you could want.Only gripe is that the included wrench to tighten the wall bolts is pretty weak and strips itself almost immediately, but it'll work to get it on at least. All hardware needed is included, I had to use a few adapter pieces on my first TV. Getting ready to hook a second one up on another rooms wall, both are 32"" screens. I feel confident they will be there until I decide to remove em.Wall stud mounting required, but depending on the stud size, you may only get two of the three wall bolts into the stud. Should be enough though.","5.0","Liked it so much I bought another","1337904000","05 25, 2012"
"A1OYA1IESSJ8F6","0972683275","Kevin","0","0","I use this arm to mount my 39 inch Vizio. I'm surprised my TV has a 100x100 mount thingy. It can tilt left and right, up and down. I do wish it swiveled the TV so that it wasn't crooked. When the bolts get loose, my TV looks crooked.","5.0","Good arm","1390262400","01 21, 2014"
"AA81KFW4X8UIH","0972683275","Kevin","0","0","Was a perfect fit for my 32&#34; flat screen TV.  I would recommend this wall mount for that size tv","5.0","Good Purchase","1360540800","02 11, 2013"
"A317RWPY08I5QX","0972683275","King Nguyen","0","0","Good wall mount. Sturdy and does what it is supposed to do. In fact, it even held a larger TV than what it was listed as capable of holding. I believe I mounted a 42&#34; television with this one. Not a flat-flat one either. I mounted an older heavy thick one.","5.0","Very good tv mount","1383523200","11 4, 2013"
"A39WT88YZXIJTB","0972683275","Kmill","0","0","This was half the price of the TV mounts at Costco and perfectly fits a Vizio 37&#34; TV for the spare bedroom. It will work with many different brands so in my book that is great. Strong, sturdy and robust.","5.0","Great inexpensive TV mount","1395705600","03 25, 2014"
"A3UYI01GLEYZSP","0972683275","Krissy","0","0","This is possibly one of the best mounting kits I've ever purchased. I like the fact that there are pieces so the mounting kit can cater to all models of TV. (Whether they have a rounded or flat back). Mine had a flat back so I didn't need the extra piece, but once that step was cleared it was only a matter of minutes before it went up on my wall.  The adjustable arm is nice, as it is setup in our bedroom. At night the TV is angled towards the bed and makes it super easy for both of us to see up on the wall, and during the day its turned in another direction towards my desk - also making the ability to view the TV while working.The material is very strong, hubby did a pull up on the bar and it didn't even budge.  This thing seems as though it will last quite a long time.  It's already been up for over a month and it was a wonderful addition to my master bedroom, I'll be purchasing more over time for the other rooms in the home with larger model TVs.","5.0","Love it","1361232000","02 19, 2013"
"AP7LSRPXT3ZL8","0972683275","Kyle","0","0","Exactly as described.Very heavy duty.Lots of parts to make any installation work.Excellent value.Fits various monitors and tvs.","5.0","Excellent!","1357171200","01 3, 2013"
"AP3XMM1077I50","0972683275","kyle","0","0","I bought three of these mounts for all the bedrooms in my house. I love all three of them. All mounts have different tv's on them, One is a 50&#34;, 40&#34; and a 32&#34;. Product comes with multiple screw for different tvs. Outstanding product for the price. All tv's have been mount for a little over a year. This product is a full motion mount for $29.99!! and it is Prime!","5.0","Tv Wall mount","1385769600","11 30, 2013"
"A1038957GWRBP375RU5T","0972683275","leo","0","0","Awesome price and quality. Simple and easy to install and fully equipped for installation. If you need a swing arm mount for medium size tv this is one I'd recommend.","5.0","Great item","1353542400","11 22, 2012"
"A7R4R9THNELTP","0972683275","LG","14","19","I mounted this in my RV and it holds a 26"" LCD TV / DVD combo.  Installation was very easy and the mount works GREAT!  I was prepared to pay 5 times the price for a mount that would work as I wanted.  I couldn't be happier.","5.0","Excellent, at any price","1285804800","09 30, 2010"
"A2RU0H9MD4IH5M","0972683275","Light","0","1","Got my TV mounted with this above my PC and its been on the wall for a year now. No problems with it holds the TV well and its study. Way cheaper than store bought and its perfect for what I got i got a 37 inch HDTV","5.0","Great Wall Mount","1367107200","04 28, 2013"
"A2U9XX4Q5NQBG6","0972683275","LinuxKing","0","0","I really like the action on this mount.  I purchased a 27&#34; monitor for my wife and this mount really frees up the desktop real estate.  I would purchase again.","5.0","Works as advertised","1393459200","02 27, 2014"
"A212REVB5AFP02","0972683275","Manfried ""Ruffmouse""","0","0","I have an older very heavy 36&#34; Samsung High Def TV that weighs substantially more than my new 42&#34;. I replaced my old basement CRT tv with it, installed the VideoSecu mount easily and it does the job. I was amazed, the price from Amazon was only $30 dollars and with prime I got free 2 day shipping. The original price was $149. Wow, what a reduction!","4.0","Sturdy and easy to install","1394064000","03 6, 2014"
"A3SXYB8JPQ44LN","0972683275","Marcel","3","4","Used this for a Panasonic 32"" LCD TV.  Mount works fine, instructions were minimal.  I was able to use the supplied hardware to attach the TV and to attach the mount to the wall.  I did have a problem hanging the TV, per the instructions you have to mount the unit and now attach the TV, this was not very easy so I removed the mounting plate at the pivor point and took it off the wall mount, mounted this on the TV and now re-attached to the TV mount, this was a lot easier.","4.0","Good product, poor instructions","1342483200","07 17, 2012"
"A3LSVS4YA2CEAX","0972683275","Maria David ""MD""","0","1","The product is good and as described.I have a 32&#34; Vizio TV and somehow, this wall mount seems to be a little too weak for my TV. I still managed to mount my TV just fine, but gets a little paranoid that it will give in within the next few months because the mount won't be able to carry it.But the full motion swing feature is amazing! Especially if you are in a larger room.","3.0","I have a 32"" Vizio TV","1382313600","10 21, 2013"
"A3TAT80JCWYGB4","0972683275","Mark A. Myers","0","0","The TV is still hanging from the wall so that's a good thing. The info for this wall mount says it is good for up to 66 LBS. Our old Phillips 37&#34; flat screen weighs 58 LBS (including the stand) and after 3 weeks the TV and mount are secured to the wall via a vertical 2 x4&#34; frame member. The mount came with almost every imaginable combination of nuts, bolts and spacers and straps to fit various size and brand TVs. I had no problem coming up with the right combination for my big and heavy old Phillips.","5.0","Still Standing","1389052800","01 7, 2014"
"A2KUEGMSLHUNNP","0972683275","Mark G","0","0","Bought this mount for a 32inch Panasonic LED TV. The mount may look cheap, but I found it to be extremely sturdy and a great buy for the price. I strongly recommend it to everyone.","5.0","Great buy","1353974400","11 27, 2012"
"A2YF3QW52PBL3C","0972683275","Mat","1","2","","5.0","Works perfectly for 400 x 200 VESA mount Hiteker 37"" TV to wood paneled wall.","1357776000","01 10, 2013"
"A7V9WIUIB02OI","0972683275","Matt","0","0","Good, strong mount and quality hardware. Includes all the different size screws required to attach to TV if yours doesn't have them (or if you lost them).  There is just the right amount of resistance in the joints for it to stay where you want it but still easy to move around.  I mounted a shelf above the TV to get the cable box out of the way and avoid having to run a long HDMI cable through the wall.I took a star only because I received a different unit than the one pictured, It has 2 thick arms, rather than the 2-1 that is shown.  Honestly I think what I got is more attractive, but I believe that Amazon vendors should not substitute different products without authorization.  My unit also did not come with the extender arms in the picture, it has a mounting plate with all of the VESA mounting holes in the correct configuration.  My TV is 26&#34; so it fit perfectly.  I am sure my 55&#34; would fit on it too, but I have a different mounting configuration for that one.","4.0","Strong, attractive, and highly functional","1380844800","10 4, 2013"
"A2TOUTL6Z74SMQ","0972683275","mbb","0","0","Very solid...we mounted our flat panel in the bedroom. Like the tipping feature and love the articulating feature.We checked prices at stores, big boxes, etc. best price of all including Costco...","5.0","mbb","1305590400","05 17, 2011"
"A8THC8D64F5E3","0972683275","Mbk","0","0","I bought this tv swing arm mount for my tv from amazon.Its been a good one its built heavy duty to hold pretty big tv .I would have anyone of my friends buy this same mount for their tv. It lets you hang it up and out of the way and also you can turn it out or in adjustable to see it from anywhere I set in my living room. This unit is easy to mount on wall and put together by yourself but if you have an extra person around it would make it a little better when holding the tv up when it clips in at top then screw and tighten and adjustments and like everything else I've bought from amazon it ships fast right to your door step.","4.0","My new tv wall mount","1364428800","03 28, 2013"
"A1RI8HAZRUWZM6","0972683275","Michael A. Raney","0","0","Easy to attach. Easy to adjust. Very Solid and secure. Used on a clients 29&#34; LED with built in DVD.","5.0","Best buy for your buck.","1384041600","11 10, 2013"
"A3IZFW84VV75XS","0972683275","Michael Hardaway","0","0","I have my 32 inch Tv on the wall and it works great. Easy to install and came with all the parts. The screws that it comes with for the TV will not fit but you can buy some for 2 dollars.","5.0","Works","1365465600","04 9, 2013"
"A3AKVALGT4Y02G","0972683275","MICHAEL","5","6","For the money you can't go wrong. Yes, it has a litlle play in the mechanism but, you can adjust your mounting to accomodate that. It works great and frees up counter space. I would do it all again. Why spend 3 times more.","4.0","can't beat it for the price","1203379200","02 19, 2008"
"A2I8J6GW1H6LWU","0972683275","Michael","7","9","I love this mount! All the adjustments for tilt and extension are awesome! Holds a Sony 32in Ex-3000 just fine even fully extended. Even bought another. A++Mike","5.0","Great low cost mount!","1285459200","09 26, 2010"
"AY796UUSZ2ZVA","0972683275","Michael J. Torpey","0","0","I have this mounted on my wall in my editing studio.  It holds a 27"" LCD monitor (about 20-25lbs).  It's been up for a week and I don't expect that it will fall down anytime soon.","5.0","Works Great!","1346803200","09 5, 2012"
"A2NOXTG05AHVB3","0972683275","microtute","0","0","My students and I used to huddle around laptops to discuss projects. Now I have a 47&#34; TV for display and this mount makes it possible to put it on any wall and swivel it in any direction depending on how many people need to see the screen. Really stable, no wiggling","5.0","Great for office","1372377600","06 28, 2013"
"A2KR372GZW00MJ","0972683275","Mike","0","0","It is a good value, but is not top notch quality. If you extend both arms in the same direction, the TV (30 inch) tilts. However if the arm goes right, then left, the play in the hinges offset each other and it works great.","4.0","Good value","1386547200","12 9, 2013"
"A2BLRT79WUTLXW","0972683275","M. Merriken","0","0","The mount itself seems fine, it just didn't work with the Phillips tv we bought....the 'x' arm things did not line up and if they did then the 'x' parts would have covered the holes for the inputs...........we ended up using one we had had around here.......seems to be built well though and sturdy","3.0","tv mounts","1393372800","02 26, 2014"
"A3PR648T8RDRS","0972683275","m m smits","0","0","Got this to replace a Peerless Paramount wall mount when I got my new TV.  Let me start off by saying it works as advertised.  But that won't get you 5 stars.  The problem is installation.  Maybe it's my own fault for thinking all TV wall mounts worked like the Peerless I had.  See, that one has a separate TV plate that you screw to the TV first.  Then you have the second piece (the actual wall mount) that you screw to the wall.  Once that's done, using the bracket mounted on the TV, you hang the TV on the wall mount and secure it with a single bolt.  One person can easily put a TV on the wall.Not so much with this one.  Yes, I will admit that once it's mounted, it's a more secure connection, but it's the mounting that's the problem.  You can't do it alone.  Depending on the weight of the TV, you will need at least one helper.  This mount is one piece, which means that you have to hold the TV to the wall-mounted plate while attaching it with screws.  That can get tricky, especially with heavier TVs (I used it for a while with my old LCD TV which weighs 40+ pounds).  They do get kudos for providing all the screws for all VESA types as well as a regular and an Allen wrench.Three stars for ease of installation, five stars for usability, for a combined four stars.  Make sure you get help when installing.","4.0","Get a helper when installing","1344988800","08 15, 2012"
"A6TWN9W9WSAV0","0972683275","Monkey 5","0","0","It is up know and should work fine, but it was hard to get it to fit my TV due to the bulge on the bottom, but I made it work and it is on the wall.","4.0","Hard to fit my TV","1356912000","12 31, 2012"
"AZFF4CX9MQ4AE","0972683275","mrd","0","0","Very strong for any tv, but I wish that it was little longer I am very happy with it and very strongly recommended.","5.0","mrd","1385164800","11 23, 2013"
"AH7DLKHSGZKCR","0972683275","M. Swartz","0","0","Easy install!! Looks great and works great for what we need!! Purchased for game room, took 5 min. to install and 1 min. to set TV on. Great!!","5.0","Great Product -Easy install 5 min. to install. TV looks great on the wall. can move around easily","1363996800","03 23, 2013"
"A2HI35H2BOCV9R","0972683275","MTBrider","0","0","It is a solid mount and I doubt that it will ever fail to hold the 22"" LED TV that is mounted on it.  My only complaint is that the bolt that attaches the arm to the wall plate is smaller then the hole in the wall plate so when the TV is anything other than parallel to the wall it leans (up to 1.25"" from one side of the TV to the other ~16"") but for the price I can live with that.","3.0","Solid","1301356800","03 29, 2011"
"A11IFJDOZ0T6Z2","0972683275","MT","0","0","The mount works, but it is unrefined compared to other brands out there. Purchased because it was on sale. just ok.","3.0","just ok","1358640000","01 20, 2013"
"A15K7HV1XD6YWR","0972683275","Musawir Karim","5","7","I consider myself to be a good DIYer. I've installed mounts for my 2 Samsung 46"" and 55"" LED TVs with no problems for 5 years. So, for this VideSecu mount, inspite of poor installation instructions, I carfeully measured all domensions to fit my new 32"" Samsung LED SmartTV in a limited kitchen space. My mistake was, based on the diagrams, I assumed that the length of both the swinging arms of the mount (the single and the double arms) were of the same length. What a disaster! After installing the mount when I mounted the TV and folded the arms the TV did not center itself to the wall side of the mount! It was then that I noticed the inner length of the 2 arms is about 4"" longer than the outer single arm. In other words once the arms on the mount were fully folded in towards the wall my TV was not centered in the limited space that I had and looked awful. I don't know why the manufacturer did not keep both arms the same length. At least they shd have mentioned it in the instructions.This to me is a major product defect. Luckily with Amazon I was able to return this mount but had to pay return S&H;.","1.0","Beware the TV will not center....folding arm lengths not same","1360713600","02 13, 2013"
"A1HMK1KMWQBDTT","0972683275","M. Woole","0","0","Works great for a cheap mount. Worked great on a 32&#34; Emerson LCD tv. Does everything as advertised! Can tighten or loosen joints for easier movement.","5.0","Good buy for price.","1387929600","12 25, 2013"
"A1S8E2JSVXHIPB","0972683275","Nancy","0","0","We needed something to Extend our tv away from the hot pipe for the winter and this wall mount did the trick. It went up with no a problems. It worked out very well!","5.0","Great Wall mount!!","1378857600","09 11, 2013"
"A2QBJEHKTD7R6O","0972683275","Nathan","0","0","its a little flimsy and not the easiest to put together, for the price it works.  But for the quality i'd go with Cheetah.","3.0","difficult mount","1377734400","08 29, 2013"
"A3S1BO0SLFC5H","0972683275","NDM","0","0","We needed a wall mount for a 32&#8221; TV that was going to be in the screened in porch.  This was one of the brands recommended by the guy that was going to install out wall mount.  I can&#8217;t speak to the ease or difficulty of installation but it looks great and we can swivel it if necessary for best viewing angle.  It's also pretty sleek so it doesn't butt out too much.  It arrived quickly and it didn&#8217;t take the installer long but of course he was a professional.  Looks great!","5.0","Great mount","1377043200","08 21, 2013"
"A81NVWL4MMVT8","0972683275","nick m","0","0","It works for the tv I bought but I had to use some of my own washers for the screws.  I thought it would have everything.","4.0","Good","1380326400","09 28, 2013"
"A3EP4YIS9W1LR1","0972683275","Nitkad","0","0","I have mounted a 42 inch old LCD. Easy to install. Easy to swivel, there is tilt option but it has to be locked by nuts(it can not be changed without loosing the nuts).","5.0","Good for price","1358121600","01 14, 2013"
"AHPRCZ59P9RU0","0972683275","Nooga Shooter","0","0","I wanted to put my mac in the wall and leave it. This does that well.  I don't move it often it seems strong and well built. If you want to move it a lot get something different you have to keep an Allen wrench and a crescent wrench in the desk drawer if you plan on moving it a lot. The articulation is sketchy. For my uses and the cheap price this was perfect.","5.0","It works for me","1294704000","01 11, 2011"
"A38LYJ7NQ65G5L","0972683275","NP Diver","0","0","I have purchased a total of 4 HDTV wall mounts from the VideoSecu companyand they are all quality products at a very reasonable price.-Tilt TV Mount: for stationary TVs up to 65 inches.-Articulating:  corner mount for SMALL TVs-Long Arm:  corner or high mobility mount for LARGER TVsAll of them are excellent products, and very easy to install.","5.0","SIMPLE....SOLID......GOOD VALUE!!","1391040000","01 30, 2014"
"A6GYEDCEU2LKG","0972683275","O1D NO 7","0","0","Received this item quickly and well packaged (But not so well that I was infuriated trying to open it)Everything was in perfct order. Strong, handsome appearance. Installation Kit is perfectly in order and gives a ton of options for different senarios.  Couldn't possibly be happier with this product.","5.0","Perfect Everything!","1304553600","05 5, 2011"
"A3TCV19D652GPU","0972683275","one4one","0","0","Could offer a little more in flexibility of installation, but once in place the set can be placed in just the right position repeatedly.","4.0","Very sturdy.","1366848000","04 25, 2013"
"A1N7QSP1U513KJ","0972683275","Panama Red","0","0","The directions stink. Just remember the spacers go under the arms if you have to use them and you will be ok.","5.0","Awesome and cheap. The directions stink. Just remember the spacers go under the arms if you have to use them and you will be ok.","1361059200","02 17, 2013"
"AQIBGC2OCCAHQ","0972683275","Patricia Murray ""trader54""","0","0","It is better than spending twice the money on this going into a brick and mortar store. Was very pleased.","5.0","Good","1403913600","06 28, 2014"
"A1EAXVLKPVL8W5","0972683275","Patt in Ft. Lauderdale ""PATTSDESK""","0","0","Good quality.  Must mount on a stud.  I mounted to a metal stud by cutting a rectangle hole in wall, adding a 2 ft 2x4 in the metal stud track, patched the hole and then put up the mount.  Holds a 37&#34; TV without a problem,even added a DVD player to the bottom of the TV and it is still on the wall after about 8 months.  Price on this item was great and it was sent with FREE FREIGHT!","5.0","A real SWINGER","1362700800","03 8, 2013"
"A32QNGGSX3YTAH","0972683275","Paul Lesperance","0","0","This item didn't disappoint. It's sturdy, has all the screws included for different flat screen models and yes, it works well.","5.0","very good value","1289952000","11 17, 2010"
"A1FFCR74WU1E6Z","0972683275","Pen Name","1","1","This worked perfect.  The universal design would fit 99.9% of the TV's as advertised.  Easy to mount and very durable.","5.0","Exactly what I wanted","1392422400","02 15, 2014"
